id,url,user,count,title,imageurl
51,http://tjo.hatenablog.com/entry/2014/04/17/190105,junpei0029,165,2014年春版：ビジネスにおけるデータ分析のプロを目指すなら揃えておくべき12冊 - 銀座で働くデータサイエンティストのブログ,http://cdn-ak.b.st-hatena.com/entryimage/191243270-1397729063.jpg
52,http://coliss.com/articles/build-websites/operation/javascript/best-site-when-looking-for-jquery-plugins.html,junpei0029,489,jQueryのプラグインを探す時に便利なサイトのまとめ | コリス,http://cdn-ak.b.st-hatena.com/entryimage/191173998-1397693688.jpg
53,http://jmatsuzaki.com/archives/12842,junpei0029,261,ガントチャート・進捗・連絡・リソース・Todo管理までできるプロジェクト管理ツールBrabio!はすごいな！ | jMatsuzaki,http://cdn-ak.b.st-hatena.com/entryimage/191166566-1397689629.jpg
54,http://techblog.yahoo.co.jp/tips/unicode/,junpei0029,283,Unicodeを斬りたい - Yahoo! JAPAN Tech Blog,http://cdn-ak.b.st-hatena.com/entryimage/191060982-1397632001.jpg
55,http://phpspot.org/blog/archives/2014/04/jqueryresponsiv_3.html,junpei0029,54,レスポンシブなタブを実装できるjQueryプラグイン「Responsive-Tabs」:phpspot開発日誌,http://cdn-ak.b.st-hatena.com/entryimage/191028114-1397608925.jpg
56,http://builder.japan.zdnet.com/sp_oracle/weblogic/35046455/,junpei0029,62,初めてのJava EE 6──第1回 Java EEとは、どのようなフレームワークか？ - builder by ZDNet Japan,http://cdn-ak.b.st-hatena.com/entryimage/190961750-1397564028.jpg
57,http://kyouki.hatenablog.com/entry/2014/04/12/072446,junpei0029,108,一部リーグにも入れなかった「足の遅い」高校生が、史上最高の選手になれた理由は - ICHIROYAのブログ,http://cdn-ak.b.st-hatena.com/entryimage/190431482-1397264196.jpg
58,http://qiita.com/ynakayama/items/92f1390b3674439756b4,junpei0029,359,MachineLearning - 機械学習や統計に関する情報収集 - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/189984842-1397002685.jpg
59,http://commte.net/blog/archives/4376,junpei0029,800,知っておくと効率的！コーポレートサイト制作が捗るjQuery プラグインや使い方まとめ | コムテブログ,http://cdn-ak.b.st-hatena.com/entryimage/189650078-1396830943.jpg
60,http://tjo.hatenablog.com/entry/2014/03/31/191907,junpei0029,505,社会人が統計学や機械学習を学ぶなら「落下傘方式」で - 銀座で働くデータサイエンティストのブログ,http://cdn-ak.b.st-hatena.com/entryimage/188732358-1396273783.jpg
61,http://n-agetsuma.hatenablog.com/entry/2014/03/30/175329,junpei0029,191,トラブルに備えるJVMオプション - 見習いプログラミング日記,http://cdn-ak.b.st-hatena.com/entryimage/188567486-1396177059.jpg
62,http://d.hatena.ne.jp/language_and_engineering/20140330/HTMLfiveDragDropAndFileAPISample,junpei0029,148,今から３分で，HTML5のドラッグ＆ドロップAPIと File APIを習得しよう（JSの実装サンプル付き） - 主に言語とシステム開発に関して,http://cdn-ak.b.st-hatena.com/entryimage/188589802-1396188239.jpg
63,http://haya14busa.com/mastering-vim-easymotion/,junpei0029,127,Vim-EasyMotionでカーソル移動を爆速にして生産性をもっと向上させる - haya14busa,http://cdn-ak.b.st-hatena.com/entryimage/187648214-1395614884.jpg
64,http://www.slideshare.net/chokudai/wap-atcoder3,junpei0029,99,実践・最強最速のアルゴリズム勉強会 第三回講義資料(ワークスアプリケーションズ & AtCoder),http://cdn-ak.b.st-hatena.com/entryimage/187557910-1395551016.jpg
65,http://allabout.co.jp/matome/cl000000001849/,junpei0029,4,蒸し、焼き、スープも！ キャベツがたっぷり食べられるレシピ10選｜All About（オールアバウト）,http://cdn-ak.b.st-hatena.com/entryimage/187132554-1395267915.jpg
66,http://qiita.com/irxground/items/cd83786b10d81eecce77,junpei0029,241,《REST思想》と《リソース指向》と《Webページ》を一緒にしてはいけない - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/187253566-1395333735.jpg
67,http://www.slideshare.net/chokudai/wap-atcoder2,junpei0029,483,実践・最強最速のアルゴリズム勉強会 第２回講義資料,http://cdn-ak.b.st-hatena.com/entryimage/186625746-1394945057.jpg
68,http://acro-engineer.hatenablog.com/entry/2014/03/12/112402,junpei0029,466,あなたのJavaコードをスッキリさせる、地味に便利な新API 10選（前編） - Taste of Tech Topics,http://cdn-ak.b.st-hatena.com/entryimage/186155658-1394622534.jpg
69,http://n-agetsuma.hatenablog.com/entry/2014/03/11/205012,junpei0029,412,Javaトラブルに応じた初動対応のまとめ - 見習いプログラミング日記,http://cdn-ak.b.st-hatena.com/entryimage/186047770-1394549661.jpg
70,http://gigazine.net/news/20140311-great-algorithm/,junpei0029,1074,コンピュータを進化させてきた偉大なるアルゴリズムまとめ - GIGAZINE,http://cdn-ak.b.st-hatena.com/entryimage/186043366-1394547625.jpg
71,http://allabout.co.jp/gm/gc/440575/,junpei0029,289,安く美味しくビールが飲める、それがブルーパブ [ビール] All About,http://cdn-ak.b.st-hatena.com/entryimage/185981482-1394516560.jpg
72,http://qiita.com/tekkoc/items/98adcadfa4bdc8b5a6ca,junpei0029,265,Vimの便利な画面分割＆タブページと、それを更に便利にする方法 - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/185695406-1394326332.jpg
73,http://pc.watch.impress.co.jp/docs/column/1month-kouza/20140306_638286.html,junpei0029,118,【1カ月集中講座】無線LANルーターの基礎から活用までを見直す 第1回 ～ルーターの役割や初期設定をおさらい - PC Watch,http://cdn-ak.b.st-hatena.com/entryimage/185288294-1394062658.jpg
74,http://www.geocities.jp/sugachan1973/doc/funto103.html,junpei0029,1262,メモリの基礎 パソコンのメモリ入門　DRAM SRAM,http://cdn-ak.b.st-hatena.com/entryimage/185163362-1393990279.jpg
75,http://shibayu36.hatenablog.com/entry/2014/03/05/073957,junpei0029,128,「ピープルウェア」を読んだ - $shibayu36->blog;,http://cdn-ak.b.st-hatena.com/entryimage/185138862-1393982087.jpg
76,http://qiita.com/letsspeak/items/fd33d0f2e0fb0afe4531,junpei0029,390,これまでのVimの勉強内容まとめ - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/184474718-1393582694.jpg
77,http://d.hatena.ne.jp/nowokay/20140228#1393568286,junpei0029,674,プログラマが勉強すること - きしだのはてな,http://cdn-ak.b.st-hatena.com/entryimage/184449794-1393570948.jpg
78,http://plus.appgiga.jp/masatolan/2014/02/27/50822/,junpei0029,807,Google先生では「なかなか教えてくれない」ニッチな情報を知れるWebサービス10選！ | APPGIGA!!（アプギガ）,http://cdn-ak.b.st-hatena.com/entryimage/184349726-1393508652.jpg
79,http://qiita.com/knt45/items/ea2823361bfd29c25937,junpei0029,462,個人的に参考にしているvimrc - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/183962998-1393298400.jpg
80,http://dx.24-7.co.jp/web-tool-list/,junpei0029,178,WEB業界で働きたい人必見！現場で役立つツールを一挙ご紹介 | DX.univ,http://cdn-ak.b.st-hatena.com/entryimage/183831298-1393225263.jpg
81,http://smoothfoxxx.livedoor.biz/archives/52117249.html,junpei0029,521,【BCG流?】『外資系コンサルの資料作成術---短時間で強烈な説得力を生み出すフレームワーク』森 秀明:マインドマップ的読書感想文,http://cdn-ak.b.st-hatena.com/entryimage/183510394-1393034190.jpg
82,http://kkino.hatenablog.com/entry/2014/02/15/103958,junpei0029,237,エンジニアからディレクターに転身してから読んだ本14冊 - No Web Service No Life,http://cdn-ak.b.st-hatena.com/entryimage/182493210-1392465156.jpg
83,http://makezine.jp/blog/2014/02/how-i-built-a-raspberry-pi-tablet.html,junpei0029,129,Make: Japan | 私がどのようにしてRaspberry Piタブレットを作ったか,http://cdn-ak.b.st-hatena.com/entryimage/182282154-1392349017.jpg
84,http://antibayesian.hateblo.jp/entry/20121210/1355152537,junpei0029,807,Web系女子がLispと出会って統計学に目覚めるまでのお話 - あんちべ！,http://cdn-ak.b.st-hatena.com/entryimage/123788770-1355153602.jpg
85,http://cocopon.me/blog/?p=3722,junpei0029,10,Closure LibraryなWebアプリを、わずか2コマンドで始めてみないか？ – Googkit入門 | ここぽんのーと,http://cdn-ak.b.st-hatena.com/entryimage/167712258-1383408220.jpg
86,http://www.slideshare.net/DaisakuMochizuki/ss-31061902,junpei0029,800,ゲームサーバ開発現場の考え方,http://cdn-ak.b.st-hatena.com/entryimage/181886054-1392131370.jpg
87,http://takehiko-i-hayashi.hatenablog.com/entry/2014/02/12/005701,junpei0029,278,なぜリスク分析のプロは仮説検定を使わないのか（ややマニア向け） - Take a Risk：林岳彦の研究メモ,http://cdn-ak.b.st-hatena.com/entryimage/181893990-1392874045.jpg
88,http://readwrite.jp/archives/4888,junpei0029,839,Raspberry Pi（ラズベリー・パイ）でここまで出来る！12のクールな使い方 | ReadWrite Japan,http://cdn-ak.b.st-hatena.com/entryimage/181319390-1391828266.jpg
89,http://d.hatena.ne.jp/shi3z/20140123/1390429115,junpei0029,677,これがプログラミングの神髄だ! ファイナルファンタジーのプログラマーが明かす秘密とLispトークバトル! - UEI shi3zの日記,http://cdn-ak.b.st-hatena.com/entryimage/178779982-1390429385.jpg
90,http://nlab.itmedia.co.jp/nl/articles/1401/10/news134.html,junpei0029,353,ボタン1つでみそ汁が出てくる！　マルコメから家庭用みそ汁サーバー発売 - ねとらぼ,http://cdn-ak.b.st-hatena.com/entryimage/176951906-1389348400.jpg
91,http://kyuruppa.hatenablog.com/entry/2014/01/07/003149,junpei0029,297,面接やES全てにつながる本質的な自己PRの考え方後編：ー効果的な自己PRの構造ー - 論理と情緒と情熱と。,http://cdn-ak.b.st-hatena.com/entryimage/176422562-1389027732.jpg
92,http://matome.naver.jp/odai/2138873141204038701,junpei0029,83,失敗したくない！賢い「ワイン」の選び方 - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/176118634-1388820468.jpg
93,http://blog.takuros.net/entry/20131225/1387989005,junpei0029,863,今まで読んで良かった本　100冊 - プログラマになりたい,http://cdn-ak.b.st-hatena.com/entryimage/174929250-1388030687.jpg
94,http://www.find-job.net/startup/technique-of-catch-copy,junpei0029,695,キャッチコピー作りで煮詰まった時に見るべき、プロの「テンプレ＆テクニック集」まとめ | Find Job ! Startup,http://cdn-ak.b.st-hatena.com/entryimage/174146782-1387491731.jpg
95,http://deris.hatenablog.jp/entry/2013/12/15/235606,junpei0029,221,Vimmerなら2013年中に試しておきたい海外産Vim plugin 8選 - derisの日記,http://cdn-ak.b.st-hatena.com/entryimage/173491090-1387123663.jpg
96,http://wadap.hatenablog.com/entry/2013/12/15/155024,junpei0029,570,さくらVPSを使って便利な開発環境を構築する - UNIX的なアレ,http://cdn-ak.b.st-hatena.com/entryimage/173431346-1387090648.jpg
97,http://labs.gree.jp/blog/2013/12/9882/,junpei0029,99,Haskell使ってみた | GREE Engineers' Blog,http://cdn-ak.b.st-hatena.com/entryimage/173137502-1386904649.jpg
98,http://liginc.co.jp/life/matome-life/60959,junpei0029,924,プレゼンが苦手な人へ！あなたの資料が「ガラッと変わる」便利なツールまとめ | 株式会社LIG,http://cdn-ak.b.st-hatena.com/entryimage/172845126-1386725756.jpg
99,http://www.shiftbrain.co.jp/book/jquery/,junpei0029,930,『jQuery 最高の教科書』サンプルサイト,http://cdn-ak.b.st-hatena.com/entryimage/171943758-1386517260.jpg
100,http://docs.yomogimochi.com/aizu_advent_calendar_2013/index.html,junpei0029,346,10♀だがJavaScriptでコンピュータつくってドヤ顔してみた,http://cdn-ak.b.st-hatena.com/entryimage/171685706-1385989026.jpg
101,http://liginc.co.jp/life/useful-info/61119,junpei0029,942,プレゼント選びの決定版！厳選された雑貨が集まった通販サイト８選 | 株式会社LIG,http://cdn-ak.b.st-hatena.com/entryimage/171003362-1385547002.jpg
102,http://synclogue-navi.com/windows-soft,junpei0029,1591,作業効率が劇的にアップ！PC上級者が知ってて当然のWindowsソフト26選,http://cdn-ak.b.st-hatena.com/entryimage/170851842-1385454502.jpg
103,http://coliss.com/articles/build-websites/proposal/presentation-templates-for-powerpoint-and-keynote.html,junpei0029,657,プレゼンや企画書用のPowerPointやKeynoteのテンプレートのまとめ、無料から有料まで | コリス,http://cdn-ak.b.st-hatena.com/entryimage/170647826-1385336771.jpg
104,http://www.slideshare.net/mitsuruogawa33/webjava,junpei0029,69,メンテナンス性の良いWebシステムを構築するためにjavaとフロントエンドでやるべきこと,http://cdn-ak.b.st-hatena.com/entryimage/168771910-1384118859.jpg
105,http://www.slideshare.net/TakahiroYamada3/essence-of-javaapplicationserver,junpei0029,280,Javaアプリケーションサーバ 構築・運用の勘所,http://cdn-ak.b.st-hatena.com/entryimage/168614942-1383997182.jpg
106,http://d.hatena.ne.jp/nowokay/20131108#1383882109,junpei0029,510,今どきのJava Webフレームワークってどうなってるの？ - きしだのはてな,http://cdn-ak.b.st-hatena.com/entryimage/168440298-1383882399.jpg
107,http://tjo.hatenablog.com/entry/2013/10/10/194929,junpei0029,308,2013年秋版：データ分析初心者にお薦めする「基礎を本当にゼロから学ぶ」ためのテキスト5冊 - 銀座で働くデータサイエンティストのブログ,http://cdn-ak.b.st-hatena.com/entryimage/164809222-1381404497.jpg
108,http://tjo.hatenablog.com/entry/2013/10/08/203547,junpei0029,590,2013年秋版：データサイエンティストを目指すなら揃えておくべき10冊 - 銀座で働くデータサイエンティストのブログ,http://cdn-ak.b.st-hatena.com/entryimage/164554874-1381233956.jpg
109,http://kompiro.hatenablog.com/entry/2013/09/29/Eclipse%E3%83%87%E3%83%90%E3%83%83%E3%82%AC%E3%82%92%E6%B4%BB%E7%94%A8%E3%81%99%E3%82%8B31%E3%81%AETips,junpei0029,407,Eclipseデバッガを活用する31のTips - Fly me to the Luna,http://cdn-ak.b.st-hatena.com/entryimage/163424854-1380454310.jpg
110,http://jibun.atmarkit.co.jp/lskill01/rensai/teakaikei/54/01.html,junpei0029,1960,ITエンジニアとして知っておきたい22の会計知識【簿記レベル編】,http://cdn-ak.b.st-hatena.com/entryimage/52720342-1380078264.jpg
111,http://www.publickey1.jp/blog/13/dropboxpythonpycon_apac_2013.html,junpei0029,563,Dropboxは全部Pythonで信頼性の高いソフトウェアを作った（前編）～PyCon APAC 2013 － Publickey,http://cdn-ak.b.st-hatena.com/entryimage/162120830-1379520366.jpg
112,http://www.slideshare.net/stibear/lisp1,junpei0029,117,Lisp講義1,http://cdn-ak.b.st-hatena.com/entryimage/161983598-1379435090.jpg
113,https://gist.github.com/nobuoka/6546813,junpei0029,137,Android アプリ開発勉強会のために書いた Java の入門文書,http://cdn-ak.b.st-hatena.com/entryimage/161430250-1379048138.jpg
114,http://rocketboy-miya.hatenablog.com/entry/2013/09/11/124323,junpei0029,275,Bar（バー）でひとり飲む時、カウンターで何をするか、この７選 - Rocketboy Digital,http://cdn-ak.b.st-hatena.com/entryimage/161164458-1378874040.jpg
115,http://kosstyle.blog16.fc2.com/blog-entry-2409.html,junpei0029,553,これは試したい！スタバ店員さん「自身」が本当に好きなカスタマイズ５選！ - ライフハックブログKo's Style,http://cdn-ak.b.st-hatena.com/entryimage/160546686-1378433342.jpg
116,http://www.slideshare.net/takashijozaki1/cb21-seminar130830-tjo-25765789,junpei0029,115,最新業界事情から見るデータサイエンティストの「実像」,http://cdn-ak.b.st-hatena.com/entryimage/159768630-1377912751.jpg
117,http://k-holy.hatenablog.com/entry/2013/08/30/192243,junpei0029,226,Windows7にVirtualBoxとVagrantをインストールしたメモ - k-holyのPHPとか諸々メモ,http://cdn-ak.b.st-hatena.com/entryimage/159718178-1377868794.jpg
118,http://matome.naver.jp/odai/2137726201211687101,junpei0029,118,【大人こそ渋谷】大人が渋谷で楽しめる方法まとめ - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/158959830-1377331621.jpg
119,http://d.hatena.ne.jp/seraphy/20130810#p1,junpei0029,111,JavaアプリをExe化するLaunch4jの使い方と仕組み - seraphyの日記,http://cdn-ak.b.st-hatena.com/entryimage/157413862-1376176629.jpg
120,http://matome.naver.jp/odai/2137560472305786201,junpei0029,15,男性必見！女性との距離を縮める「ほめ言葉」の活用 - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/156755858-1375688564.jpg
121,http://d.hatena.ne.jp/kmaebashi/20130804/p1,junpei0029,628,「本当の基礎からのWebアプリケーション入門――Webサーバを作ってみよう」始めました - プログラミング言語を作る日記,http://cdn-ak.b.st-hatena.com/entryimage/156688578-1375631124.jpg
